"arg_gene_id","contig_name","orf_num_in_contig_A","actual_start_A","actual_end_A","orf_direction_A","ARG_group","ARG_subtype","ARG_mechanism","mge_gene_id","orf_num_in_contig_B","actual_start_B","actual_end_B","orf_direction_B","MGE_major_category","MGE_minor_category","loc_diff","orf_diff"
"k131_57766_length_8378_cov_18.0000_10","k131_57766_length_8378_cov_18.0000",10,6614,7679,1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__erm(F)","Antibiotic target alteration","k131_57766_length_8378_cov_18.0000_5",5,1969,2262,1,"stability/transfer/defense",NA,4352,5
"k131_57766_length_8378_cov_18.0000_10","k131_57766_length_8378_cov_18.0000",10,6614,7679,1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__erm(F)","Antibiotic target alteration","k131_57766_length_8378_cov_18.0000_7",7,3243,4440,1,"transfer","conjugation",2174,3
"k131_64240_length_8385_cov_19.0000_5","k131_64240_length_8385_cov_19.0000",5,4170,5235,1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__erm(F)","Antibiotic target alteration","k131_64240_length_8385_cov_19.0000_2",2,799,1996,1,"transfer","conjugation",2174,3
"k131_64240_length_8385_cov_19.0000_5","k131_64240_length_8385_cov_19.0000",5,4170,5235,1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__erm(F)","Antibiotic target alteration","k131_64240_length_8385_cov_19.0000_10",10,6136,7441,-1,"replication/recombination/repair","initiation,copy number control,plasmid",901,5
"k131_64240_length_8385_cov_19.0000_5","k131_64240_length_8385_cov_19.0000",5,4170,5235,1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__erm(F)","Antibiotic target alteration","k131_64240_length_8385_cov_19.0000_12",12,7569,7922,1,"stability/transfer/defense",NA,2334,7
"k131_64240_length_8385_cov_19.0000_5","k131_64240_length_8385_cov_19.0000",5,4170,5235,1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__erm(F)","Antibiotic target alteration","k131_64240_length_8385_cov_19.0000_13",13,7876,8169,1,"stability/transfer/defense",NA,2641,8
"k141_1000_length_20062_cov_140.1557_7","k141_1000_length_20062_cov_140.1557",7,4433,6762,-1,"multidrug","multidrug__msbA","Efflux pump","k141_1000_length_20062_cov_140.1557_9",9,8685,9066,-1,"integration/excision","regulation,lysis/lysogeny",1923,2
"k141_100650_length_64166_cov_27.1902_26","k141_100650_length_64166_cov_27.1902",26,33912,35783,1,"multidrug","multidrug__mdtE","Efflux pump","k141_100650_length_64166_cov_27.1902_21",21,23976,25129,-1,"replication/recombination/repair",NA,8783,5
"k141_101333_length_4948_cov_7.0000_2","k141_101333_length_4948_cov_7.0000",2,1382,2527,-1,"beta_lactam","beta_lactam__TEM-1","Enzymatic inactivation","k141_101333_length_4948_cov_7.0000_3",3,2425,3166,-1,"integration/excision",NA,102,1
"k141_101333_length_4948_cov_7.0000_2","k141_101333_length_4948_cov_7.0000",2,1382,2527,-1,"beta_lactam","beta_lactam__TEM-1","Enzymatic inactivation","k141_101333_length_4948_cov_7.0000_4",4,2997,5524,1,"integration/excision",NA,470,2
"k141_103139_length_37944_cov_35.6270_10","k141_103139_length_37944_cov_35.6270",10,10242,12827,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","Efflux pump","k141_103139_length_37944_cov_35.6270_7",7,6991,10028,-1,"phage","infection,regulation",214,3
"k141_103139_length_37944_cov_35.6270_10","k141_103139_length_37944_cov_35.6270",10,10242,12827,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","Efflux pump","k141_103139_length_37944_cov_35.6270_8",8,9301,9722,-1,"phage","replication/recombination/repair",520,2
"k141_103139_length_37944_cov_35.6270_11","k141_103139_length_37944_cov_35.6270",11,12179,13664,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","Efflux pump","k141_103139_length_37944_cov_35.6270_7",7,6991,10028,-1,"phage","infection,regulation",2151,4
"k141_103139_length_37944_cov_35.6270_11","k141_103139_length_37944_cov_35.6270",11,12179,13664,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","Efflux pump","k141_103139_length_37944_cov_35.6270_8",8,9301,9722,-1,"phage","replication/recombination/repair",2457,3
"k141_103398_length_412365_cov_1601.8503_61","k141_103398_length_412365_cov_1601.8503",61,70228,74446,-1,"multidrug","multidrug__oqxB","Efflux pump","k141_103398_length_412365_cov_1601.8503_68",68,80283,82188,-1,"replication/recombination/repair",NA,5837,7
"k141_103751_length_40276_cov_30.0000_35","k141_103751_length_40276_cov_30.0000",35,36092,40237,1,"multidrug","multidrug__acrF","Efflux pump","k141_103751_length_40276_cov_30.0000_32",32,33530,33923,1,"integration/excision","replication/recombination/repair",2169,3
"k141_105517_length_75324_cov_47.6630_4","k141_105517_length_75324_cov_47.6630",4,1137,3722,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","Efflux pump","k141_105517_length_75324_cov_47.6630_2",2,257,682,-1,"phage","replication/recombination/repair",455,2
"k141_105517_length_75324_cov_47.6630_5","k141_105517_length_75324_cov_47.6630",5,3074,4559,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","Efflux pump","k141_105517_length_75324_cov_47.6630_2",2,257,682,-1,"phage","replication/recombination/repair",2392,3
"k141_105679_length_15290_cov_48.3318_10","k141_105679_length_15290_cov_48.3318",10,8821,10754,-1,"multidrug","multidrug__tolC","Efflux pump","k141_105679_length_15290_cov_48.3318_15",15,13088,15613,1,"replication/recombination/repair","partitioning",2334,5
"k141_107029_length_46591_cov_13.2102_7","k141_107029_length_46591_cov_13.2102",7,6929,9265,-1,"multidrug","multidrug__msbA","Efflux pump","k141_107029_length_46591_cov_13.2102_2",2,314,3006,-1,"replication/recombination/repair","initiation,copy number control,plasmid",3923,5
"k141_108000_length_17852_cov_14.6567_18","k141_108000_length_17852_cov_14.6567",18,15998,17683,-1,"chloramphenicol","chloramphenicol__cmlB1","Efflux pump","k141_108000_length_17852_cov_14.6567_17",17,14800,16149,-1,"integration/excision",NA,151,1
"k141_108122_length_2469_cov_13.2577_4","k141_108122_length_2469_cov_13.2577",4,1538,2687,-1,"sulfonamide","sulfonamide__sul2","Antibiotic target replacement","k141_108122_length_2469_cov_13.2577_2",2,137,1250,1,"integration/excision",NA,288,2
"k141_108262_length_3976_cov_9.0000_4","k141_108262_length_3976_cov_9.0000",4,2996,4093,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_108262_length_3976_cov_9.0000_3",3,1713,3369,1,"phage","regulation,infection",373,1
"k141_108704_length_85991_cov_13.8999_93","k141_108704_length_85991_cov_13.8999",93,69823,71752,-1,"multidrug","multidrug__adeH","Efflux pump","k141_108704_length_85991_cov_13.8999_88",88,64219,64956,1,"phage","lysis/lysogeny",4867,5
"k141_108704_length_85991_cov_13.8999_94","k141_108704_length_85991_cov_13.8999",94,71284,75521,-1,"multidrug","multidrug__adeF","Efflux pump","k141_108704_length_85991_cov_13.8999_88",88,64219,64956,1,"phage","lysis/lysogeny",6328,6
"k141_108704_length_85991_cov_13.8999_95","k141_108704_length_85991_cov_13.8999",95,74470,76095,-1,"multidrug","multidrug__MexE","Efflux pump","k141_108704_length_85991_cov_13.8999_88",88,64219,64956,1,"phage","lysis/lysogeny",9514,7
"k141_108944_length_342301_cov_980.7431_281","k141_108944_length_342301_cov_980.7431",281,304519,305608,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_108944_length_342301_cov_980.7431_286",286,308459,310784,1,"replication/recombination/repair",NA,2851,5
"k141_108944_length_342301_cov_980.7431_281","k141_108944_length_342301_cov_980.7431",281,304519,305608,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_108944_length_342301_cov_980.7431_288",288,312485,313173,-1,"replication/recombination/repair",NA,6877,7
"k141_108944_length_342301_cov_980.7431_281","k141_108944_length_342301_cov_980.7431",281,304519,305608,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_108944_length_342301_cov_980.7431_291",291,314472,315933,-1,"phage","structural",8864,10
"k141_109196_length_146775_cov_23.0058_135","k141_109196_length_146775_cov_23.0058",135,142656,146805,1,"multidrug","multidrug__acrF","Efflux pump","k141_109196_length_146775_cov_23.0058_130",130,137600,137993,1,"integration/excision","replication/recombination/repair",4663,5
"k141_10943_length_27414_cov_142.6582_12","k141_10943_length_27414_cov_142.6582",12,10475,12064,1,"multidrug","multidrug__Klebsiella pneumoniae acrA","Efflux pump","k141_10943_length_27414_cov_142.6582_2",2,334,1139,-1,"replication/recombination/repair",NA,9336,10
"k141_10943_length_27414_cov_142.6582_12","k141_10943_length_27414_cov_142.6582",12,10475,12064,1,"multidrug","multidrug__Klebsiella pneumoniae acrA","Efflux pump","k141_10943_length_27414_cov_142.6582_4",4,1329,3870,-1,"replication/recombination/repair",NA,6605,8
"k141_10943_length_27414_cov_142.6582_12","k141_10943_length_27414_cov_142.6582",12,10475,12064,1,"multidrug","multidrug__Klebsiella pneumoniae acrA","Efflux pump","k141_10943_length_27414_cov_142.6582_7",7,4478,5179,1,"replication/recombination/repair",NA,5296,5
"k141_10943_length_27414_cov_142.6582_12","k141_10943_length_27414_cov_142.6582",12,10475,12064,1,"multidrug","multidrug__Klebsiella pneumoniae acrA","Efflux pump","k141_10943_length_27414_cov_142.6582_9",9,5259,6472,1,"replication/recombination/repair",NA,4003,3
"k141_10943_length_27414_cov_142.6582_12","k141_10943_length_27414_cov_142.6582",12,10475,12064,1,"multidrug","multidrug__Klebsiella pneumoniae acrA","Efflux pump","k141_10943_length_27414_cov_142.6582_23",23,21355,23048,1,"transfer","phage receptor",9291,11
"k141_10943_length_27414_cov_142.6582_13","k141_10943_length_27414_cov_142.6582",13,11691,15882,1,"multidrug","multidrug__sdeY","Efflux pump","k141_10943_length_27414_cov_142.6582_4",4,1329,3870,-1,"replication/recombination/repair",NA,7821,9
"k141_10943_length_27414_cov_142.6582_13","k141_10943_length_27414_cov_142.6582",13,11691,15882,1,"multidrug","multidrug__sdeY","Efflux pump","k141_10943_length_27414_cov_142.6582_7",7,4478,5179,1,"replication/recombination/repair",NA,6512,6
"k141_10943_length_27414_cov_142.6582_13","k141_10943_length_27414_cov_142.6582",13,11691,15882,1,"multidrug","multidrug__sdeY","Efflux pump","k141_10943_length_27414_cov_142.6582_9",9,5259,6472,1,"replication/recombination/repair",NA,5219,4
"k141_10943_length_27414_cov_142.6582_13","k141_10943_length_27414_cov_142.6582",13,11691,15882,1,"multidrug","multidrug__sdeY","Efflux pump","k141_10943_length_27414_cov_142.6582_23",23,21355,23048,1,"transfer","phage receptor",5473,10
"k141_110496_length_446729_cov_81.1370_225","k141_110496_length_446729_cov_81.1370",225,240113,242342,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_110496_length_446729_cov_81.1370_217",217,230861,232078,1,"phage","lysis/lysogeny,regulation",8035,8
"k141_110496_length_446729_cov_81.1370_225","k141_110496_length_446729_cov_81.1370",225,240113,242342,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_110496_length_446729_cov_81.1370_221",221,235289,236346,1,"transfer",NA,3767,4
"k141_110496_length_446729_cov_81.1370_225","k141_110496_length_446729_cov_81.1370",225,240113,242342,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_110496_length_446729_cov_81.1370_230",230,247161,247966,-1,"replication/recombination/repair",NA,4819,5
"k141_110496_length_446729_cov_81.1370_225","k141_110496_length_446729_cov_81.1370",225,240113,242342,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_110496_length_446729_cov_81.1370_232",232,248154,250723,-1,"replication/recombination/repair",NA,5812,7
"k141_110496_length_446729_cov_81.1370_225","k141_110496_length_446729_cov_81.1370",225,240113,242342,1,"polymyxin","polymyxin__rosB","Efflux pump","k141_110496_length_446729_cov_81.1370_235",235,251301,252002,1,"replication/recombination/repair",NA,8959,10
"k141_110496_length_446729_cov_81.1370_239","k141_110496_length_446729_cov_81.1370",239,256276,257865,1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_110496_length_446729_cov_81.1370_230",230,247161,247966,-1,"replication/recombination/repair",NA,8310,9
"k141_110496_length_446729_cov_81.1370_239","k141_110496_length_446729_cov_81.1370",239,256276,257865,1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_110496_length_446729_cov_81.1370_232",232,248154,250723,-1,"replication/recombination/repair",NA,5553,7
"k141_110496_length_446729_cov_81.1370_239","k141_110496_length_446729_cov_81.1370",239,256276,257865,1,"multidrug","multidrug__Enterobacter cloacae acrA","Efflux pump","k141_110496_length_446729_cov_81.1370_235",235,251301,252002,1,"replication/recombination/repair",NA,4274,4
"k141_110496_length_446729_cov_81.1370_240","k141_110496_length_446729_cov_81.1370",240,257492,261683,1,"multidrug","multidrug__sdeY","Efflux pump","k141_110496_length_446729_cov_81.1370_230",230,247161,247966,-1,"replication/recombination/repair",NA,9526,10
"k141_110496_length_446729_cov_81.1370_240","k141_110496_length_446729_cov_81.1370",240,257492,261683,1,"multidrug","multidrug__sdeY","Efflux pump","k141_110496_length_446729_cov_81.1370_232",232,248154,250723,-1,"replication/recombination/repair",NA,6769,8
"k141_110496_length_446729_cov_81.1370_240","k141_110496_length_446729_cov_81.1370",240,257492,261683,1,"multidrug","multidrug__sdeY","Efflux pump","k141_110496_length_446729_cov_81.1370_235",235,251301,252002,1,"replication/recombination/repair",NA,5490,5
"k141_111359_length_11181_cov_47.8918_3","k141_111359_length_11181_cov_47.8918",3,2300,4190,-1,"multidrug","multidrug__mdtK","Efflux pump","k141_111359_length_11181_cov_47.8918_7",7,6073,6700,-1,"replication/recombination/repair",NA,1883,4
"k141_111359_length_11181_cov_47.8918_3","k141_111359_length_11181_cov_47.8918",3,2300,4190,-1,"multidrug","multidrug__mdtK","Efflux pump","k141_111359_length_11181_cov_47.8918_9",9,8043,9940,1,"replication/recombination/repair","stability/transfer/defense",3853,6
"k141_112013_length_18235_cov_68.1643_7","k141_112013_length_18235_cov_68.1643",7,8658,9751,-1,"bacitracin","bacitracin__bacA","Antibiotic target alteration","k141_112013_length_18235_cov_68.1643_6",6,7403,9054,1,"phage","regulation,infection",396,1
"k141_11224_length_48767_cov_16.9921_22","k141_11224_length_48767_cov_16.9921",22,24795,27131,-1,"multidrug","multidrug__msbA","Efflux pump","k141_11224_length_48767_cov_16.9921_17",17,18180,20872,-1,"replication/recombination/repair","initiation,copy number control,plasmid",3923,5
"k141_112601_length_464617_cov_65.0010_120","k141_112601_length_464617_cov_65.0010",120,114308,115917,1,"multidrug","multidrug__mdtH","Efflux pump","k141_112601_length_464617_cov_65.0010_123",123,117449,117774,1,"replication/recombination/repair",NA,1532,3
"k141_112601_length_464617_cov_65.0010_266","k141_112601_length_464617_cov_65.0010",266,262474,264803,-1,"multidrug","multidrug__msbA","Efflux pump","k141_112601_length_464617_cov_65.0010_256",256,250097,256030,-1,"replication/recombination/repair","transfer,partitioning",6444,10
"k141_112601_length_464617_cov_65.0010_266","k141_112601_length_464617_cov_65.0010",266,262474,264803,-1,"multidrug","multidrug__msbA","Efflux pump","k141_112601_length_464617_cov_65.0010_258",258,255233,256994,-1,"replication/recombination/repair","partitioning",5480,8
"k141_112601_length_464617_cov_65.0010_266","k141_112601_length_464617_cov_65.0010",266,262474,264803,-1,"multidrug","multidrug__msbA","Efflux pump","k141_112601_length_464617_cov_65.0010_268",268,266738,267119,-1,"integration/excision",NA,1935,2
"k141_112601_length_464617_cov_65.0010_299","k141_112601_length_464617_cov_65.0010",299,308223,310808,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","Efflux pump","k141_112601_length_464617_cov_65.0010_296",296,305036,308073,-1,"phage","infection,regulation",150,3
"k141_112601_length_464617_cov_65.0010_299","k141_112601_length_464617_cov_65.0010",299,308223,310808,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","Efflux pump","k141_112601_length_464617_cov_65.0010_297",297,307343,307768,-1,"phage","replication/recombination/repair",455,2
"k141_112601_length_464617_cov_65.0010_300","k141_112601_length_464617_cov_65.0010",300,310160,311645,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","Efflux pump","k141_112601_length_464617_cov_65.0010_296",296,305036,308073,-1,"phage","infection,regulation",2087,4
"k141_112601_length_464617_cov_65.0010_300","k141_112601_length_464617_cov_65.0010",300,310160,311645,-1,"macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","Efflux pump","k141_112601_length_464617_cov_65.0010_297",297,307343,307768,-1,"phage","replication/recombination/repair",2392,3
"k141_112717_length_486218_cov_47.4594_160","k141_112717_length_486218_cov_47.4594",160,182930,187148,-1,"multidrug","multidrug__oqxB","Efflux pump","k141_112717_length_486218_cov_47.4594_167",167,192985,194890,-1,"replication/recombination/repair",NA,5837,7
"k141_11487_length_158826_cov_42.2465_143","k141_11487_length_158826_cov_42.2465",143,150197,154346,1,"multidrug","multidrug__acrF","Efflux pump","k141_11487_length_158826_cov_42.2465_138",138,145167,145560,1,"integration/excision","replication/recombination/repair",4637,5
"k141_115461_length_12194_cov_8.1858_21","k141_115461_length_12194_cov_8.1858",21,11726,12311,1,"aminoglycoside","aminoglycoside__AAC(6')-Ic","Enzymatic inactivation","k141_115461_length_12194_cov_8.1858_10",10,5266,8219,-1,"phage","infection,regulation",3507,11
"k141_115461_length_12194_cov_8.1858_21","k141_115461_length_12194_cov_8.1858",21,11726,12311,1,"aminoglycoside","aminoglycoside__AAC(6')-Ic","Enzymatic inactivation","k141_115461_length_12194_cov_8.1858_16",16,8969,9646,-1,"phage","replication,transfer",2080,5
"k141_115461_length_12194_cov_8.1858_21","k141_115461_length_12194_cov_8.1858",21,11726,12311,1,"aminoglycoside","aminoglycoside__AAC(6')-Ic","Enzymatic inactivation","k141_115461_length_12194_cov_8.1858_18",18,9841,10612,1,"phage","lysis/lysogeny,regulation",1114,3
