"qseqid","sseqid","identity","coverage","evalue","length","mismatch","gapopen","gaps","qlen","qstart","qend","slen","sstart","send","contig_name","orf_num_in_contig","orf_start_pos","orf_end_pos","orf_direction","actual_start","actual_end","Tag","Type","Subtype","HMM.category","Mechanism.group","Mechanism.subgroup","Mechanism.subgroup2","SARG3.0_F","SARG3.0_L","SARG3.0_S"
"k141_427937_length_8891_cov_7.0000_3","YP_970399",94.1,99.6,1.71e-183,273,16,0,0,274,2,274,274,2,274,"k141_427937_length_8891_cov_7.0000",3,3188,4012,1,3190,4286,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_87933_length_7433_cov_49.3006_7","YP_236080",92,95.8,9.25e-183,276,22,0,0,288,13,288,276,1,276,"k141_87933_length_7433_cov_49.3006",7,4158,5024,-1,4171,5312,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_262203_length_6250_cov_8.0000_5","gb|AAC75271.1|ARO:3003952|yojI",93.1,100,0,547,38,0,0,547,1,547,547,1,547,"k141_262203_length_6250_cov_8.0000",5,3264,4907,1,3265,5454,"","other_peptide_antibiotics","other_peptide_antibiotics__microcin efflux pumu gene yojI","microcin efflux pumu gene yojI","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_206532_length_5783_cov_6.0000_8","gi|763407116|ref|WP_044263728.1|",99.3,100,6.9e-209,294,2,0,0,294,1,294,294,1,294,"k141_206532_length_5783_cov_6.0000",8,4887,5771,1,4888,6065,"","beta_lactam","beta_lactam__Sed1 beta-lactamase","Sed1 beta-lactamase","Enzymatic inactivation","Class A beta-lactamase","","Yes","Yes","Yes"
"k141_459844_length_5141_cov_8.0000_2","gb|AAP43109.1|ARO:3003922|oqxA",91.3,100,6.28e-247,391,34,0,0,391,1,391,391,1,391,"k141_459844_length_5141_cov_8.0000",2,918,2093,1,919,2484,"multicomponent system","multidrug","multidrug__oqxA","oqxA","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_237489_length_5096_cov_8.0000_3","gi|754964131|ref|WP_042320052.1|",97.6,99.8,0,456,11,0,0,457,2,457,457,2,457,"k141_237489_length_5096_cov_8.0000",3,920,2293,-1,922,2750,"","multidrug","multidrug__mdtK","mdtK","Efflux pump","MATE transporter","","Yes","Yes","Yes"
"k141_158557_length_4616_cov_37.0000_5","gb|CAA09666.1|ARO:3004122|Klebsiella",99.5,100,1.01e-280,374,2,0,0,374,1,374,374,1,374,"k141_158557_length_4616_cov_37.0000",5,2817,3941,-1,2818,4315,"","beta_lactam","beta_lactam__Klebsiella pneumoniae OmpK37","Klebsiella pneumoniae OmpK37","Reduced permeability","","","Yes","Yes","Yes"
"k141_134325_length_3381_cov_12.0000_2","YP_001334540",100,100,1.86e-292,410,0,0,0,410,1,410,410,1,410,"k141_134325_length_3381_cov_12.0000",2,224,1456,-1,225,1866,"","multidrug","multidrug__Escherichia coli mdfA","Escherichia coli mdfA","Efflux pump","","","Yes","Yes","Yes"
"k141_317670_length_2091_cov_8.0000_2","AF090987.gene.p01",87.5,97,1.77e-241,392,49,0,0,404,1,392,394,1,392,"k141_317670_length_2091_cov_8.0000",2,792,2006,1,793,2398,"","tetracycline","tetracycline__tet(30)","tet(30)","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_456537_length_1973_cov_15.0000_1","gb|AML99881.1|ARO:3001327|mdtK",83.1,96.5,3.23e-288,472,80,0,0,489,12,483,474,1,472,"k141_456537_length_1973_cov_15.0000",1,230,1699,1,242,2182,"","multidrug","multidrug__mdtK","mdtK","Efflux pump","MATE transporter","","Yes","Yes","Yes"
"k141_162893_length_1247_cov_74.0000_1","YP_001639853",86.6,99.6,6.69e-172,283,38,0,0,284,2,284,283,1,283,"k141_162893_length_1247_cov_74.0000",1,39,893,1,41,1177,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_290838_length_1194_cov_3.0000_2","ZP_00051658",97.3,86,1.33e-43,74,2,0,0,86,1,74,279,1,74,"k141_290838_length_1194_cov_3.0000",2,487,747,-1,488,821,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_112717_length_486218_cov_47.4594_160","gb|AAP43110.2|ARO:3003923|oqxB",83.3,98.6,0,1043,174,0,0,1058,1,1043,1050,1,1043,"k141_112717_length_486218_cov_47.4594",160,182929,186105,-1,182930,187148,"multicomponent system","multidrug","multidrug__oqxB","oqxB","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_97398_length_369138_cov_47.8560_64","gb|AAC75271.1|ARO:3003952|yojI",90.3,100,0,547,53,0,0,547,1,547,547,1,547,"k141_97398_length_369138_cov_47.8560",64,75480,77123,1,75481,77670,"","other_peptide_antibiotics","other_peptide_antibiotics__microcin efflux pumu gene yojI","microcin efflux pumu gene yojI","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_97398_length_369138_cov_47.8560_214","CP001918.1.gene3442.p01",92.3,96.6,2.37e-295,455,35,0,0,471,15,469,457,1,455,"k141_97398_length_369138_cov_47.8560",214,224069,225484,-1,224084,225953,"multicomponent system","multidrug","multidrug__mdtE","mdtE","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_97398_length_369138_cov_47.8560_258","gb|AAC75089.1|ARO:3003577|ugd",83,100,7.29e-233,388,66,0,0,388,1,388,388,1,388,"k141_97398_length_369138_cov_47.8560",258,281855,283021,1,281856,283409,"","polymyxin","polymyxin__ugd","ugd","Antibiotic target alteration","","","Yes","Yes","Yes"
"k141_97398_length_369138_cov_47.8560_277","gb|AML99881.1|ARO:3001327|mdtK",87,98.1,7.62e-301,463,60,0,0,472,1,463,474,12,474,"k141_97398_length_369138_cov_47.8560",277,301699,303117,1,301700,303580,"","multidrug","multidrug__mdtK","mdtK","Efflux pump","MATE transporter","","Yes","Yes","Yes"
"k141_54959_length_361110_cov_387.5096_89","gi|740796309|ref|WP_038581593.1|",84.9,100,0,1048,154,1,4,1044,1,1044,1048,1,1048,"k141_54959_length_361110_cov_387.5096",89,103341,106475,1,103342,107519,"multicomponent system","multidrug","multidrug__MexB","MexB","Efflux pump","","","Yes","Yes","Yes"
"k141_54959_length_361110_cov_387.5096_148","CAY51926",88.5,98.6,0,1007,116,0,0,1021,1,1007,1008,1,1007,"k141_54959_length_361110_cov_387.5096",148,186848,189913,1,186849,190920,"multicomponent system","multidrug","multidrug__mexW","mexW","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_67949_length_169906_cov_295.9304_63","gi|852273548|ref|WP_048328542.1|",82.1,99.9,0,1037,186,0,0,1038,1,1037,1043,1,1037,"k141_67949_length_169906_cov_295.9304",63,68091,71207,-1,68092,72244,"multicomponent system","multidrug","multidrug__MexD","MexD","Efflux pump","","","Yes","Yes","Yes"
"k141_74784_length_169291_cov_49.8195_60","gi|1001786599|ref|WP_061324791.1|",80.9,99.3,8.33e-303,554,106,0,0,558,1,554,563,1,554,"k141_74784_length_169291_cov_49.8195",60,63897,65573,1,63898,66127,"two-component system","polymyxin","polymyxin__rosB","rosB","Efflux pump","","","Yes","Yes","Yes"
"k141_74784_length_169291_cov_49.8195_74","ABR13270",98.7,100,1.56e-266,397,5,0,0,397,1,397,397,1,397,"k141_74784_length_169291_cov_49.8195",74,80071,81264,1,80072,81661,"multicomponent system","multidrug","multidrug__Enterobacter cloacae acrA","Enterobacter cloacae acrA","Efflux pump","","","Yes","Yes","Yes"
"k141_74784_length_169291_cov_49.8195_75","BAC77251",81.8,99.8,0,1046,189,1,1,1048,1,1046,1051,1,1045,"k141_74784_length_169291_cov_49.8195",75,81287,84433,1,81288,85479,"multicomponent system","multidrug","multidrug__sdeY","sdeY","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_47138_length_167310_cov_346.1133_147","gb|AAG07064.1|ARO:3003693|mexK",80.2,99.9,0,1020,200,1,2,1019,1,1018,1025,1,1020,"k141_47138_length_167310_cov_346.1133",147,160785,163844,-1,160786,164862,"multicomponent system","multidrug","multidrug__mexK","mexK","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_148182_length_144572_cov_287.3238_22","YP_236080",92,95.8,9.25e-183,276,22,0,0,288,13,288,276,1,276,"k141_148182_length_144572_cov_287.3238",22,25235,26101,1,25248,26389,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_148182_length_144572_cov_287.3238_69","gi|491017944|ref|WP_004879650.1|",96.2,100,0,1063,40,0,0,1063,1,1063,1063,1,1063,"k141_148182_length_144572_cov_287.3238",69,77566,80757,-1,77567,81820,"multicomponent system","multidrug","multidrug__MexF","MexF","Efflux pump","","","Yes","Yes","Yes"
"k141_124614_length_139098_cov_45.0808_122","gi|555107106|gb|ESM50626.1|",100,99.1,2.77e-310,453,0,0,0,457,5,457,453,1,453,"k141_124614_length_139098_cov_45.0808",122,118985,120358,1,118990,120815,"","multidrug","multidrug__mdtK","mdtK","Efflux pump","MATE transporter","","Yes","Yes","Yes"
"k141_18400_length_126371_cov_48.7016_8","gi|917770481|ref|WP_052284485.1|",94.3,99.2,0,511,29,0,0,515,5,515,512,2,512,"k141_18400_length_126371_cov_48.7016",8,6586,8133,-1,6591,8648,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_18400_length_126371_cov_48.7016_9","gi|498120214|ref|WP_010434370.1|",96.7,100,2.04e-263,390,13,0,0,390,1,390,390,1,390,"k141_18400_length_126371_cov_48.7016",9,8150,9322,-1,8151,9712,"multicomponent system","multidrug","multidrug__emrA","emrA","Efflux pump","","","Yes","Yes","Yes"
"k141_59734_length_123622_cov_62.4193_62","gb|AAP43110.2|ARO:3003923|oqxB",96.6,100,0,1050,36,0,0,1050,1,1050,1050,1,1050,"k141_59734_length_123622_cov_62.4193",62,68468,71620,-1,68469,72670,"multicomponent system","multidrug","multidrug__oqxB","oqxB","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_59734_length_123622_cov_62.4193_63","gb|AAP43109.1|ARO:3003922|oqxA",93.4,100,3.06e-254,391,26,0,0,391,1,391,391,1,391,"k141_59734_length_123622_cov_62.4193",63,71644,72819,-1,71645,73210,"multicomponent system","multidrug","multidrug__oqxA","oqxA","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_120519_length_113846_cov_55.4020_1","gi|388607857|gb|EIM37061.1|",99,100,8.1e-287,410,4,0,0,410,1,410,410,1,410,"k141_120519_length_113846_cov_55.4020",1,205,1437,-1,206,1847,"","multidrug","multidrug__Escherichia coli mdfA","Escherichia coli mdfA","Efflux pump","","","Yes","Yes","Yes"
"k141_166530_length_102877_cov_59.8556_78","YP_001174764",94.2,100,3.11e-260,394,23,0,0,394,1,394,394,1,394,"k141_166530_length_102877_cov_59.8556",78,76892,78076,1,76893,78470,"","multidrug","multidrug__emrD","emrD","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_47475_length_82621_cov_48.7446_58","gi|515954259|ref|WP_017384842.1|",100,100,8.84e-253,371,0,0,0,371,1,371,371,1,371,"k141_47475_length_82621_cov_48.7446",58,58179,59294,1,58180,59665,"multicomponent system","macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","macA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_47475_length_82621_cov_48.7446_59","gi|695627534|ref|WP_032608952.1|",99.7,100,0,646,2,0,0,646,1,646,646,1,646,"k141_47475_length_82621_cov_48.7446",59,59291,61231,1,59292,61877,"multicomponent system","macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","macB","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_121704_length_69262_cov_49.8378_30","gi|779819116|ref|WP_045336696.1|",100,100,3.19e-289,402,0,0,0,402,1,402,402,1,402,"k141_121704_length_69262_cov_49.8378",30,28127,29335,1,28128,29737,"","multidrug","multidrug__mdtH","mdtH","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_44571_length_61293_cov_57.4884_16","gi|556461894|ref|WP_023314865.1|",100,100,0,492,0,0,0,492,1,492,492,1,492,"k141_44571_length_61293_cov_57.4884",16,13743,15221,1,13744,15713,"multicomponent system","multidrug","multidrug__tolC","tolC","Efflux pump","","","Yes","Yes","Yes"
"k141_44571_length_61293_cov_57.4884_32","A1AFX9",95.2,100,3.57e-180,273,13,0,0,273,1,273,273,1,273,"k141_44571_length_61293_cov_57.4884",32,33453,34274,-1,33454,34547,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_172021_length_41014_cov_100.9378_2","gi|896190680|ref|WP_049199932.1|",80.3,99.3,2.64e-306,554,109,0,0,558,1,554,563,1,554,"k141_172021_length_41014_cov_100.9378",2,1431,3107,1,1432,3661,"two-component system","polymyxin","polymyxin__rosB","rosB","Efflux pump","","","Yes","Yes","Yes"
"k141_172021_length_41014_cov_100.9378_17","CP000647.1.gene444.p01",100,100,6.5e-275,397,0,0,0,397,1,397,397,1,397,"k141_172021_length_41014_cov_100.9378",17,18585,19778,1,18586,20175,"multicomponent system","multidrug","multidrug__Klebsiella pneumoniae acrA","Klebsiella pneumoniae acrA","Efflux pump","","","Yes","Yes","Yes"
"k141_172021_length_41014_cov_100.9378_18","BAC77251",81.9,99.8,0,1046,188,1,1,1048,1,1046,1051,1,1045,"k141_172021_length_41014_cov_100.9378",18,19801,22947,1,19802,23993,"multicomponent system","multidrug","multidrug__sdeY","sdeY","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_78169_length_38802_cov_71.3423_38","YP_001335662",100,99.8,2.27000000000002e-310,456,0,0,0,457,2,457,457,2,457,"k141_78169_length_38802_cov_71.3423",38,32271,33644,1,32273,34101,"","multidrug","multidrug__mdtK","mdtK","Efflux pump","MATE transporter","","Yes","Yes","Yes"
"k141_103139_length_37944_cov_35.6270_10","BAH62608",100,100,0,646,0,0,0,646,1,646,646,1,646,"k141_103139_length_37944_cov_35.6270",10,10241,12181,-1,10242,12827,"multicomponent system","macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macB","macB","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_103139_length_37944_cov_35.6270_11","CP000647.1.gene911.p01",100,100,2.95e-251,371,0,0,0,371,1,371,371,1,371,"k141_103139_length_37944_cov_35.6270",11,12178,13293,-1,12179,13664,"multicomponent system","macrolide-lincosamide-streptogramin","macrolide-lincosamide-streptogramin__macA","macA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_85168_length_36959_cov_87.1412_21","gi|852044738|ref|WP_048269010.1|",100,100,1.84e-288,402,0,0,0,402,1,402,402,1,402,"k141_85168_length_36959_cov_87.1412",21,18729,19937,-1,18730,20339,"","multidrug","multidrug__mdtH","mdtH","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_131612_length_35623_cov_39.3090_24","AF148850.1.gene1.p01",100,100,7.71e-202,286,0,0,0,286,1,286,286,1,286,"k141_131612_length_35623_cov_39.3090",24,22518,23378,-1,22519,23664,"","beta_lactam","beta_lactam__SHV-1","SHV","Enzymatic inactivation","Class A beta-lactamase","","Yes","Yes","Yes"
"k141_153782_length_34387_cov_92.6956_24","gb|WP_045337464.1|ARO:3006241|ACT-46",100,91.8,1.06e-283,381,0,0,0,415,35,415,381,1,381,"k141_153782_length_34387_cov_92.6956",24,19399,20646,-1,19434,21061,"","beta_lactam","beta_lactam__ACT-16","ACT","Enzymatic inactivation","Class C beta-lactamase","","","",""
"k141_22399_length_34056_cov_48.8172_16","gb|CDO12042.1|ARO:3005053|ArnT",99.3,100,0,551,4,0,0,551,1,551,551,1,551,"k141_22399_length_34056_cov_48.8172",16,12551,14206,-1,12552,14757,"","other_peptide_antibiotics","other_peptide_antibiotics__ArnT","","","","","","",""
"k141_22399_length_34056_cov_48.8172_18","gi|851899656|ref|WP_048211088.1|",80.5,99.4,0,657,128,0,0,661,1,657,660,1,657,"k141_22399_length_34056_cov_48.8172",18,15105,17090,-1,15106,17747,"","polymyxin","polymyxin__arnA","arnA","Antibiotic target alteration","","","Yes","Yes","Yes"
"k141_22399_length_34056_cov_48.8172_19","gb|AAC75314.1|ARO:3003578|pmrF",86.5,94.8,7.93e-196,310,42,0,0,327,6,315,322,6,315,"k141_22399_length_34056_cov_48.8172",19,17087,18070,-1,17093,18385,"","polymyxin","polymyxin__pmrF","pmrF","Antibiotic target alteration","","","Yes","Yes","Yes"
"k141_30390_length_29700_cov_47.0000_12","B2VGJ3",87.5,100,1.17e-171,272,34,0,0,272,1,272,273,1,272,"k141_30390_length_29700_cov_47.0000",12,12720,13538,-1,12721,13810,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","Yes","Yes","Yes"
"k141_48704_length_27501_cov_44.5071_6","gb|AAC75271.1|ARO:3003952|yojI",84.1,100,0,547,87,0,0,547,1,547,547,1,547,"k141_48704_length_27501_cov_44.5071",6,6812,8455,-1,6813,9002,"","other_peptide_antibiotics","other_peptide_antibiotics__microcin efflux pumu gene yojI","microcin efflux pumu gene yojI","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_21105_length_24347_cov_27.8687_7","gb|CCI79240.1|ARO:3005047|eptB",99.3,100,0,557,4,0,0,557,1,557,574,18,574,"k141_21105_length_24347_cov_27.8687",7,8432,10105,-1,8433,10662,"","bacitracin","bacitracin__bacA","bacA","Antibiotic target alteration","undecaprenyl pyrophosphate","","","",""
"k141_142543_length_23064_cov_52.1854_18","gi|896190680|ref|WP_049199932.1|",81,100,2.65e-307,563,106,1,1,562,1,562,563,1,563,"k141_142543_length_23064_cov_52.1854",18,16330,18018,1,16331,18580,"two-component system","polymyxin","polymyxin__rosB","rosB","Efflux pump","","","Yes","Yes","Yes"
"k141_142475_length_21208_cov_82.3950_2","gb|AAC74000.1|ARO:3003950|msbA",94.8,100,0,582,30,0,0,582,1,582,582,1,582,"k141_142475_length_21208_cov_82.3950",2,776,2524,-1,777,3106,"","multidrug","multidrug__msbA","msbA","Efflux pump","ABC family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_167227_length_20593_cov_107.8344_3","gi|485663835|ref|WP_001305258.1|",86.8,99.6,0,509,67,0,0,511,3,511,512,4,512,"k141_167227_length_20593_cov_107.8344",3,1743,3278,-1,1746,3789,"multicomponent system","multidrug","multidrug__emrB","emrB","Efflux pump","MFS family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_7548_length_17892_cov_14.0000_2","gb|AAP43110.2|ARO:3003923|oqxB",88.2,99.1,0,1041,123,0,0,1050,1,1041,1050,1,1041,"k141_7548_length_17892_cov_14.0000",2,1420,4572,1,1421,5613,"multicomponent system","multidrug","multidrug__oqxB","oqxB","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_113465_length_17283_cov_29.1823_15","gb|AML99881.1|ARO:3001327|mdtK",83.1,98.7,2.09e-288,472,80,0,0,478,1,472,474,1,472,"k141_113465_length_17283_cov_29.1823",15,15522,16958,-1,15523,17430,"","multidrug","multidrug__mdtK","mdtK","Efflux pump","MATE transporter","","Yes","Yes","Yes"
"k141_145252_length_16948_cov_27.8235_4","YP_001334540",100,100,1.86e-292,410,0,0,0,410,1,410,410,1,410,"k141_145252_length_16948_cov_27.8235",4,2848,4080,1,2849,4490,"","multidrug","multidrug__Escherichia coli mdfA","Escherichia coli mdfA","Efflux pump","","","Yes","Yes","Yes"
"k141_112450_length_16114_cov_15.1052_8","gb|CAA09666.1|ARO:3004122|Klebsiella",99.2,100,8.27e-280,374,3,0,0,374,1,374,374,1,374,"k141_112450_length_16114_cov_15.1052",8,7263,8387,-1,7264,8761,"","beta_lactam","beta_lactam__Klebsiella pneumoniae OmpK37","Klebsiella pneumoniae OmpK37","Reduced permeability","","","Yes","Yes","Yes"
"k141_140699_length_15828_cov_60.2922_13","gi|447196024|ref|WP_001273280.1|",87.9,100,0,1037,125,0,0,1037,1,1037,1037,1,1037,"k141_140699_length_15828_cov_60.2922",13,11551,14664,1,11552,15701,"multicomponent system","multidrug","multidrug__acrF","acrF","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_118065_length_14864_cov_25.6541_11","gb|AAP43110.2|ARO:3003923|oqxB",99.5,100,0,1050,5,0,0,1050,1,1050,1050,1,1050,"k141_118065_length_14864_cov_25.6541",11,9451,12603,-1,9452,13653,"multicomponent system","multidrug","multidrug__oqxB","oqxB","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_118065_length_14864_cov_25.6541_12","gb|AAP43109.1|ARO:3003922|oqxA",100,100,5.54e-273,391,0,0,0,391,1,391,391,1,391,"k141_118065_length_14864_cov_25.6541",12,12627,13802,-1,12628,14193,"multicomponent system","multidrug","multidrug__oqxA","oqxA","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_9501_length_14624_cov_44.3193_13","CP000647.1.gene3710.p01",99.7,100,0,1036,3,0,0,1036,1,1036,1036,1,1036,"k141_9501_length_14624_cov_44.3193",13,10562,13672,1,10563,14708,"multicomponent system","multidrug","multidrug__acrF","acrF","Efflux pump","RND family antibiotic efflux pump","","Yes","Yes","Yes"
"k141_100143_length_12518_cov_88.7586_5","CP000647.1.gene3014.p01",100,100,8.49e-272,390,0,0,0,390,1,390,390,1,390,"k141_100143_length_12518_cov_88.7586",5,2291,3463,1,2292,3853,"multicomponent system","multidrug","multidrug__emrA","emrA","Efflux pump","","","Yes","Yes","Yes"
